ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
DE000A0HL8N9,2GB,2G ENERGY AG,Common stock,EUR,2504311,2020-11-24,08:42,86,86,86,86,35,1
DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE INH,Common stock,EUR,2504314,2020-11-24,08:42,40.45,40.5,40.44,40.5,4572,19
DE000A0H08K7,EXH5,IS.S.E.600 INSUR.U.ETF A.,ETF,EUR,2504328,2020-11-24,08:42,27.805,27.835,27.805,27.835,859,2
DE000A0H08Q4,EXV3,ISH.S.EU.600 TEC.U.ETF A.,ETF,EUR,2504333,2020-11-24,08:42,54.01,54.01,54.01,54.01,572,1
DE000A0H08S0,EXV9,ISH.S.EU.600 T+L U.ETF A.,ETF,EUR,2504335,2020-11-24,08:42,19.28,19.282,19.28,19.282,250,2
DE000A0JK2A8,AR4,AURELIUS EQ.OPP.   O.N.,Common stock,EUR,2504340,2020-11-24,08:42,19.56,19.56,19.56,19.56,125,1
DE000A0KFRJ1,T5O,CYTOTOOLS          O.N.,Common stock,EUR,2504351,2020-11-24,08:42,18.6,18.7,18.6,18.7,11,2
DE000A0LD2U1,AOX,ALSTRIA OFFICE REIT-AG,Common stock,EUR,2504379,2020-11-24,08:42,13.78,13.79,13.77,13.78,4376,15
DE000A0Q4R28,EXV5,ISH.S.EU.600 A+P U.ETF A.,ETF,EUR,2504393,2020-11-24,08:42,48.165,48.165,48.165,48.165,71,2
DE000A0STST2,TTI,TOM TAILOR HLDG  NA O.N.,Common stock,EUR,2504401,2020-11-24,08:42,0.84,0.84,0.833,0.833,4000,3
DE000A0WMPJ6,AIXA,AIXTRON SE NA O.N.,Common stock,EUR,2504428,2020-11-24,08:42,11.28,11.285,11.28,11.285,544,2
DE000A0XYG76,DR0,DT.ROHSTOFF AG NA O.N.,Common stock,EUR,2504433,2020-11-24,08:42,8.34,8.34,8.34,8.34,225,1
DE000A0XYHT5,IBU,IBU-TEC ADV.MATER. INH.ON,Common stock,EUR,2504434,2020-11-24,08:42,28.8,28.8,28.8,28.8,100,1
DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Common stock,EUR,2504438,2020-11-24,08:42,17.06,17.08,17.06,17.075,1159,5
DE000A0Z23Q5,ADN1,ADESSO SE  INH O.N.,Common stock,EUR,2504440,2020-11-24,08:42,93,93,93,93,2,1
DE000A1DAHH0,BNR,BRENNTAG AG NA O.N.,Common stock,EUR,2504453,2020-11-24,08:42,63.08,63.08,63.08,63.08,9,1
DE000A1EWVY8,FYB,FORMYCON AG,Common stock,EUR,2504470,2020-11-24,08:42,33,33,33,33,77,1
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2020-11-24,08:42,278.8,279,278.8,278.9,361,7
DE000A1H8BV3,NOEJ,NORMA GROUP SE NA O.N.,Common stock,EUR,2504474,2020-11-24,08:42,34,34,34,34,90,1
DE000A1ML7J1,VNA,VONOVIA SE NA O.N.,Common stock,EUR,2504501,2020-11-24,08:42,55.3,55.36,55.3,55.36,3554,18
DE000A1PG508,FF24,FAST FIN24 HLDG INH O.N.,Common stock,EUR,2504510,2020-11-24,08:42,0.049,0.049,0.049,0.049,3000,1
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2020-11-24,08:42,26.94,27,26.93,27,2101,6
DE000A1VFZ44,3DEL,WITR MU.AS.I.3LEV DZ13/62,ETN,EUR,2504523,2020-11-24,08:42,171.35,171.35,171.35,171.35,57,1
DE000A11QW68,HRPK,7C SOLARPARKEN AG  O.N.,Common stock,EUR,2504548,2020-11-24,08:42,4.12,4.12,4.12,4.12,1055,2
DE000A12DM80,G24,SCOUT24 AG NA O.N.,Common stock,EUR,2504556,2020-11-24,08:42,62.55,62.55,62.5,62.5,488,3
DE000A161N30,GLJ,GRENKE AG NA O.N.,Common stock,EUR,2504606,2020-11-24,08:42,39.36,39.36,39.3,39.3,183,3
DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2020-11-24,08:42,59.31,59.39,59.31,59.39,838,7
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2020-11-24,08:42,48.305,48.36,48.3,48.325,4214,15
DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2020-11-24,08:42,5.288,5.298,5.288,5.294,15491,19
DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2020-11-24,08:42,8.99,8.998,8.99,8.998,19633,17
DE000ETFL144,EL4N,DK IB EO LIQ.SOV.DIV.5-7,ETF,EUR,2504692,2020-11-24,08:42,119.96,119.96,119.96,119.96,4,1
DE000EVNK013,EVK,EVONIK INDUSTRIES NA O.N.,Common stock,EUR,2504806,2020-11-24,08:42,24.57,24.59,24.57,24.59,318,2
DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2020-11-24,08:42,68.76,68.92,68.76,68.76,542,12
DE000KSAG888,SDF,K+S AG NA O.N.,Common stock,EUR,2504812,2020-11-24,08:42,7.26,7.26,7.25,7.254,11016,17
DE000LEG1110,LEG,LEG IMMOBILIEN AG NA O.N.,Common stock,EUR,2504814,2020-11-24,08:42,115.3,115.3,115.3,115.3,40,1
DE000PAH0038,PAH3,PORSCHE AUTOM.HLDG VZO,Common stock,EUR,2504816,2020-11-24,08:42,57.26,57.3,57.26,57.3,936,6
DE000PSM7770,PSM,PROSIEBENSAT.1  NA O.N.,Common stock,EUR,2504848,2020-11-24,08:42,12.59,12.6,12.59,12.595,1198,6
DE000SYM9999,SY1,SYMRISE AG INH. O.N.,Common stock,EUR,2504852,2020-11-24,08:42,102.1,102.1,102.05,102.05,410,10
DE000TLX1005,TLX,TALANX AG NA O.N.,Common stock,EUR,2504854,2020-11-24,08:42,31.3,31.36,31.26,31.28,2872,10
DE000TUAG000,TUI1,TUI AG NA O.N.,Common stock,EUR,2504855,2020-11-24,08:42,5.912,5.946,5.912,5.932,51933,66
DE000UNSE018,UN01,UNIPER SE  NA O.N.,Common stock,EUR,2504856,2020-11-24,08:42,28,28,28,28,355,2
DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2020-11-24,08:42,101.8,102.05,101.8,102.05,837,10
DE000WCH8881,WCH,WACKER CHEMIE        O.N.,Common stock,EUR,2504860,2020-11-24,08:42,102.55,102.65,102.4,102.55,4162,39
DE000ZAL1111,ZAL,ZALANDO SE,Common stock,EUR,2504863,2020-11-24,08:42,78.34,78.36,78.28,78.36,1037,10
DE0005089031,UTDI,UTD.INTERNET AG NA,Common stock,EUR,2504878,2020-11-24,08:42,32.94,32.94,32.93,32.93,77,2
DE0005111702,ZO1,ZOOPLUS AG,Common stock,EUR,2504885,2020-11-24,08:42,162.4,162.4,162.4,162.4,86,2
DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2020-11-24,08:42,9.384,9.396,9.38,9.389,32542,25
DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2020-11-24,08:42,178.9,178.9,178.7,178.7,259,5
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2020-11-24,08:42,75,75.08,75,75.05,2076,26
DE0005190037,BMW3,BAY.MOTOREN WERKE  VZO,Common stock,EUR,2504901,2020-11-24,08:42,55.7,55.7,55.7,55.7,39,1
DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2020-11-24,08:42,94.9,94.9,94.9,94.9,355,10
DE0005313704,AFX,CARL ZEISS MEDITEC AG,Common stock,EUR,2504922,2020-11-24,08:42,113.7,113.7,113.7,113.7,87,2
DE0005408116,ARL,AAREAL BANK AG,Common stock,EUR,2504927,2020-11-24,08:42,20.1,20.14,20.1,20.12,1132,8
DE0005439004,CON,CONTINENTAL AG O.N.,Common stock,EUR,2504933,2020-11-24,08:42,115.7,115.75,115.7,115.75,413,2
DE0005470306,EVD,CTS EVENTIM KGAA,Common stock,EUR,2504934,2020-11-24,08:42,51.25,51.25,51.25,51.25,391,2
DE0005493092,BVB,BORUSSIA DORTMUND,Common stock,EUR,2504940,2020-11-24,08:42,5.905,5.91,5.905,5.91,10098,19
DE0005545503,DRI,1+1 DRILLISCH AG O.N.,Common stock,EUR,2504950,2020-11-24,08:42,18.98,18.98,18.98,18.98,610,2
DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2020-11-24,08:42,39.49,39.5,39.48,39.49,2208,11
DE0005557508,DTE,DT.TELEKOM AG NA,Common stock,EUR,2504954,2020-11-24,08:42,14.89,14.89,14.885,14.885,2947,5
DE0005565204,DUE,DUERR AG O.N.,Common stock,EUR,2504956,2020-11-24,08:42,29.34,29.38,29.34,29.38,195,2
DE0005664809,EVT,EVOTEC SE  INH O.N.,Common stock,EUR,2504963,2020-11-24,08:42,25.2,25.2,25.2,25.2,850,2
DE0005773303,FRA,FRAPORT AG FFM.AIRPORT,Common stock,EUR,2504970,2020-11-24,08:42,49.1,49.3,49.06,49.3,3950,23
DE0005785604,FRE,FRESENIUS SE+CO.KGAA O.N.,Common stock,EUR,2504973,2020-11-24,08:42,37.72,37.81,37.72,37.79,10438,23
DE0005810055,DB1,DEUTSCHE BOERSE NA O.N.,Common stock,EUR,2504978,2020-11-24,08:42,133.55,133.6,133.5,133.5,2042,12
DE0005933972,EXS2,ISHARES TECDAX UCITS ETF,ETF,EUR,2504991,2020-11-24,08:42,27.705,27.705,27.705,27.705,181,1
DE0006047004,HEI,HEIDELBERGCEMENT AG O.N.,Common stock,EUR,2505002,2020-11-24,08:42,60,60.1,60,60.08,4991,23
DE0006048408,HEN,HENKEL AG+CO.KGAA ST O.N.,Common stock,EUR,2505003,2020-11-24,08:42,78.6,78.6,78.6,78.6,168,5
DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2020-11-24,08:42,87.28,87.28,87.28,87.28,237,2
DE0006062144,1COV,COVESTRO AG  O.N.,Common stock,EUR,2505008,2020-11-24,08:42,46.01,46.03,46.01,46.02,1557,13
DE0006070006,HOT,HOCHTIEF AG,Common stock,EUR,2505009,2020-11-24,08:42,81.8,81.95,81.8,81.95,387,7
DE0006095003,CAP,ENCAVIS AG  INH. O.N.,Common stock,EUR,2505012,2020-11-24,08:42,16.34,16.34,16.34,16.34,193,1
DE0006202005,SZG,SALZGITTER AG O.N.,Common stock,EUR,2505016,2020-11-24,08:42,16.78,16.795,16.78,16.785,1347,7
DE0006219934,JUN3,JUNGHEINRICH AG O.N.VZO,Common stock,EUR,2505020,2020-11-24,08:42,37,37,36.98,36.98,498,4
DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2020-11-24,08:42,28.025,28.045,28.025,28.04,1778,11
DE0006289309,EXX1,ISHS ESTXX BNKS.30-15 UC.,ETF,EUR,2505027,2020-11-24,08:42,7.158,7.16,7.158,7.16,50619,2
DE0006450000,LPK,LPKF LASER+ELECTRON.,Common stock,EUR,2505039,2020-11-24,08:42,21.95,21.95,21.9,21.9,1713,3
DE0006459324,LUS,LANG+SCHWARZ AG NA,Common stock,EUR,2505041,2020-11-24,08:42,58,58,57.8,57.8,100,2
DE0006599905,MRK,MERCK KGAA O.N.,Common stock,EUR,2505050,2020-11-24,08:42,128.75,128.85,128.75,128.85,1223,10
DE0006602006,G1A,GEA GROUP AG,Common stock,EUR,2505051,2020-11-24,08:42,28.93,28.93,28.93,28.93,263,1
DE0006632003,MOR,MORPHOSYS AG O.N.,Common stock,EUR,2505055,2020-11-24,08:42,91.18,91.18,91.16,91.16,153,2
DE0006766504,NDA,AURUBIS AG,Common stock,EUR,2505060,2020-11-24,08:42,64.32,64.36,64.32,64.36,196,3
DE0006969603,PUM,PUMA SE,Common stock,EUR,2505067,2020-11-24,08:42,83.52,83.62,83.52,83.58,1180,19
DE0007010803,RAA,RATIONAL AG,Common stock,EUR,2505070,2020-11-24,08:42,773.5,773.5,773.5,773.5,1,1
DE0007030009,RHM,RHEINMETALL AG,Common stock,EUR,2505071,2020-11-24,08:42,78.86,78.9,78.82,78.82,126,3
DE0007037129,RWE,RWE AG   INH O.N.,Common stock,EUR,2505072,2020-11-24,08:42,34.19,34.22,34.19,34.22,3333,9
DE0007100000,DAI,DAIMLER AG NA O.N.,Common stock,EUR,2505076,2020-11-24,08:42,56.63,56.72,56.63,56.7,14125,40
DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2020-11-24,08:42,98.7,98.72,98.65,98.68,9140,47
DE0007165631,SRT3,SARTORIUS AG VZO O.N.,Common stock,EUR,2505079,2020-11-24,08:42,361.8,362.6,361.8,362,207,12
DE0007229007,SWA,SCHLOSS WACHENHEIM AG O.N,Common stock,EUR,2505084,2020-11-24,08:42,15.1,15.1,15,15,425,2
DE0007231326,SIX2,SIXT SE ST O.N.,Common stock,EUR,2505085,2020-11-24,08:42,95.25,95.25,95.25,95.25,50,1
DE0007231334,SIX3,SIXT SE VZO O.N.,Common stock,EUR,2505086,2020-11-24,08:42,57.4,57.4,57.4,57.4,500,2
DE0007235301,SGL,SGL CARBON SE O.N.,Common stock,EUR,2505087,2020-11-24,08:42,3.675,3.675,3.675,3.675,500,1
DE0007236101,SIE,SIEMENS AG  NA O.N.,Common stock,EUR,2505088,2020-11-24,08:42,112.36,112.44,112.36,112.4,342,5
DE0007257503,CEC,CECONOMY AG  ST O.N.,Common stock,EUR,2505090,2020-11-24,08:42,4.412,4.418,4.412,4.412,1328,6
DE0007472060,WDI,WIRECARD AG,Common stock,EUR,2505101,2020-11-24,08:42,0.5128,0.5128,0.51,0.5112,11754,6
DE0007480204,DEQ,DEUTSCHE EUROSHOP NA O.N.,Common stock,EUR,2505102,2020-11-24,08:42,17.97,18,17.97,18,981,7
DE0007500001,TKA,THYSSENKRUPP AG O.N.,Common stock,EUR,2505105,2020-11-24,08:42,5.536,5.54,5.528,5.53,7108,14
DE0007568578,F3C,SFC ENERGY AG,Common stock,EUR,2505109,2020-11-24,08:42,15.78,15.78,15.78,15.78,170,1
DE0007571424,GKS,GK SOFTWARE  INH O.N.,Common stock,EUR,2505110,2020-11-24,08:42,89.4,89.4,89.4,89.4,5,1
DE0007664005,VOW,VOLKSWAGEN AG ST O.N.,Common stock,EUR,2505113,2020-11-24,08:42,163.7,163.7,163.7,163.7,150,2
DE0007664039,VOW3,VOLKSWAGEN AG VZO O.N.,Common stock,EUR,2505114,2020-11-24,08:42,151.78,152,151.78,151.94,4053,58
DE0007856023,ZIL2,ELRINGKLINGER AG NA O.N.,Common stock,EUR,2505124,2020-11-24,08:42,13.26,13.32,13.26,13.32,1500,3
DE0008019001,PBB,DT.PFANDBRIEFBK AG,Common stock,EUR,2505126,2020-11-24,08:42,8.19,8.19,8.19,8.19,1,1
DE0008232125,LHA,LUFTHANSA AG VNA O.N.,Common stock,EUR,2505130,2020-11-24,08:42,10.37,10.42,10.36,10.41,25255,29
DE0008303504,TEG,TAG IMMOBILIEN AG,Common stock,EUR,2505131,2020-11-24,08:42,24.26,24.26,24.26,24.26,268,2
DE0008402215,HNR1,HANNOVER RUECK SE NA O.N.,Common stock,EUR,2505132,2020-11-24,08:42,144.1,144.3,144.1,144.3,942,11
DE0008404005,ALV,ALLIANZ SE NA O.N.,Common stock,EUR,2505133,2020-11-24,08:42,197.86,198.18,197.82,198.16,1110,20
DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2020-11-24,08:42,237.5,237.7,237.5,237.7,97,4
DK0060534915,NOVC,"NOVO-NORDISK NAM.B DK-,20",Common stock,EUR,2505141,2020-11-24,08:42,56.45,56.45,56.45,56.45,100,1
ES0178430E18,TNE5,TELEFONICA INH.      EO 1,Common stock,EUR,2505155,2020-11-24,08:42,3.488,3.488,3.487,3.487,3104,2
FI0009000681,NOA3,"NOKIA OYJ EO-,06",Common stock,EUR,2505156,2020-11-24,08:42,3.336,3.336,3.336,3.336,2500,1
FR0000120271,TOTB,"TOTAL S.E.        EO 2,50",Common stock,EUR,2505166,2020-11-24,08:42,37.29,37.31,37.29,37.31,285,4
FR0000120628,AXA,"AXA S.A. INH.     EO 2,29",Common stock,EUR,2505172,2020-11-24,08:42,19.25,19.25,19.25,19.25,500,1
FR0010524777,LYM9,LYXOR NEW ENE.(DR)U.ETF D,ETF,EUR,2505247,2020-11-24,08:42,39.2,39.2,39.2,39.2,927,1
GB00BH4HKS39,VODI,VODAFONE GROUP PLC,Common stock,EUR,2505354,2020-11-24,08:42,1.4018,1.4018,1.4018,1.4018,1140,1
GB00B03MLX29,R6C,ROYAL DUTCH SHELL A EO-07,Common stock,EUR,2505360,2020-11-24,08:42,15.21,15.21,15.21,15.21,1000,6
GB00B03MM408,R6C3,ROYAL DUTCH SHELL B EO-07,Common stock,EUR,2505361,2020-11-24,08:42,14.522,14.522,14.516,14.516,4480,4
GB0004544929,ITB,IMPERIAL BRANDS PLC LS-10,Common stock,EUR,2505373,2020-11-24,08:42,16.765,16.765,16.76,16.76,1600,6
GB0007980591,BPE5,"BP PLC             DL-,25",Common stock,EUR,2505380,2020-11-24,08:42,2.993,2.9945,2.9925,2.9945,16587,7
GB0009895292,ZEG,"ASTRAZENECA PLC    DL-,25",Common stock,EUR,2505384,2020-11-24,08:42,91.4,91.4,91.4,91.4,55,1
GB0059822006,DLG,"DIALOG SEMICOND.   LS-,10",Common stock,EUR,2505387,2020-11-24,08:42,38.91,39.15,38.91,39.1,4444,45
IE00BD4DX952,XQUA,X(IE)-DL EM BD Q.WGHT.1D,ETF,EUR,2505415,2020-11-24,08:42,11.801,11.801,11.801,11.801,10,1
IE00BGHQ0G80,XMAW,X(IE)-MSCI AC WORLD 1C,ETF,EUR,2505420,2020-11-24,08:42,24.335,24.335,24.335,24.335,42,1
IE00BKM4GZ66,IS3N,IS C.MSCI EMIMI U.ETF DLA,ETF,EUR,2505427,2020-11-24,08:42,28.397,28.397,28.391,28.391,3282,2
IE00BM67HN09,XDWS,X(IE)-MSCI WO.CO.ST. 1CDL,ETF,EUR,2505456,2020-11-24,08:42,33.72,33.72,33.72,33.72,116,1
IE00BYTBXV33,RY4C,"RYANAIR HLDGS PLC EO-,006",Common stock,EUR,2505535,2020-11-24,08:42,16,16,16,16,104,4
IE00BYZK4552,2B76,ISHS IV-AUTO.+ROBOTIC.ETF,ETF,EUR,2505551,2020-11-24,08:42,9.217,9.225,9.217,9.225,2165,2
IE00BYZK4776,2B78,ISHS IV-HEALTHC.INNOV.ETF,ETF,EUR,2505553,2020-11-24,08:42,7.784,7.784,7.784,7.784,2,1
IE00BYZK4883,2B79,ISHSIV-DIGITILISATION DLA,ETF,EUR,2505554,2020-11-24,08:42,7.856,7.856,7.856,7.856,900,1
IE00BZ0G8860,SYBN,SPDR B.B.10+Y.US C.B.UETF,ETF,EUR,2505559,2020-11-24,08:42,33.088,33.088,33.088,33.088,267,1
IE00B0M63730,IQQF,IS MSCI AC FEXJ.U.ETF DLD,ETF,EUR,2505578,2020-11-24,08:42,56.86,56.87,56.86,56.87,10000,2
IE00B1TXK627,IQQQ,ISHSII-GL.WATER DLDIS,ETF,EUR,2505595,2020-11-24,08:42,44.96,44.96,44.935,44.935,600,2
IE00B1XNHC34,IQQH,ISHSII-GL.CL.ENERGY DLDIS,ETF,EUR,2505597,2020-11-24,08:42,11.01,11.01,11.008,11.008,25882,12
IE00B2NPL135,IUS8,ISHSII-EM INFRASTR.DLDIS,ETF,EUR,2505605,2020-11-24,08:42,13.9,13.9,13.9,13.9,2150,1
IE00B3Q19T94,S7XE,IM-I.EUR.STOXX OP.BANKS A,ETF,EUR,2505629,2020-11-24,08:42,44.93,44.93,44.93,44.93,603,1
IE00B3WJKG14,QDVE,ISHSV-S+500INF.T.SECT.DLA,ETF,EUR,2505642,2020-11-24,08:42,12.712,12.712,12.712,12.712,3400,4
IE00B4KBBD01,2B7A,ISHSV-S+P500 UT.SECT.DL A,ETF,EUR,2505650,2020-11-24,08:42,5.793,5.794,5.793,5.794,21835,2
IE00B4K48X80,EUNK,ISHSIII-C.M.E.U.E.EO ACC,ETF,EUR,2505652,2020-11-24,08:42,53.44,53.44,53.44,53.44,200,1
IE00B4L5Y983,EUNL,ISHSIII-CORE MSCI WLD DLA,ETF,EUR,2505656,2020-11-24,08:42,58.94,58.96,58.94,58.96,258,3
IE00B4WXJJ64,EUNH,ISHSIII-C.EO GOV. B.EODIS,ETF,EUR,2505667,2020-11-24,08:42,135.5,135.53,135.5,135.53,370,2
IE00B42NKQ00,QDVF,ISHSV-S+P500ENER.SECT.DLA,ETF,EUR,2505671,2020-11-24,08:42,2.854,2.8555,2.854,2.8555,1544,4
IE00B466KX20,SPYA,SPDR MSCI EM ASIA ETF,ETF,EUR,2505685,2020-11-24,08:42,71.21,71.23,71.21,71.23,1600,3
IE00B5BMR087,SXR8,ISHSVII-CORE S+P500 DLACC,ETF,EUR,2505689,2020-11-24,08:42,305.87,305.87,305.87,305.87,6,1
IE00B5MTXJ97,SC0Y,IM-I.STOXX EUR.600 O.I. A,ETF,EUR,2505699,2020-11-24,08:42,106.34,106.34,106.34,106.34,534,1
IE00B5NLX835,SC0P,IM-I.STOXX E.600O.A.P. A,ETF,EUR,2505710,2020-11-24,08:42,386.9,386.9,386.9,386.9,1,1
IE00B53SZB19,SXRV,ISHSVII-NASDAQ 100 DL ACC,ETF,EUR,2505731,2020-11-24,08:42,566.7,566.7,566.7,566.7,5,1
IE00B6R51Z18,IS0D,ISHSV-O+G.EX.+PROD.DL A,ETF,EUR,2505738,2020-11-24,08:42,9.111,9.111,9.111,9.111,12018,6
IE00B6R52036,IS0E,ISV-GOLD.PROD.U.ETF DLA,ETF,EUR,2505739,2020-11-24,08:42,12.356,12.356,12.354,12.354,1606,3
IE00B6X2VY59,IS0Y,ISV-E.C.B.I.R.H.U.ETF EOD,ETF,EUR,2505745,2020-11-24,08:42,96.758,96.758,96.758,96.758,9,1
IE00B9M6RS56,IS3C,ISHSVI-JPM DL BD EOH DIS,ETF,EUR,2505789,2020-11-24,08:42,92.992,92.992,92.992,92.992,246,3
LU0292105359,DXSK,XTR.ST.EUR.600 F.+B.S. 1C,ETF,EUR,2505856,2020-11-24,08:42,134.78,134.78,134.78,134.78,54,1
LU0322250985,DX2G,XTR.CAC 40 1D,ETF,EUR,2505876,2020-11-24,08:42,57.17,57.17,57.17,57.17,34,1
LU0322252924,DXS7,XTR.FTSE VIETNAM SWAP 1C,ETF,EUR,2505881,2020-11-24,08:42,27.64,27.64,27.64,27.64,280,1
LU0496786574,LYPS,MUL-LYX.S+P500UC.ETF DEO,ETF,EUR,2505993,2020-11-24,08:42,31.109,31.109,31.109,31.109,120,1
LU0533033667,LYPG,MUL-LYX.MSCI W.ITTRUE AEO,ETF,EUR,2506011,2020-11-24,08:42,391.65,391.65,391.65,391.65,50,1
LU0629460089,UIMP,UBS ETF-MSCI USA S.R.ADDL,ETF,EUR,2506032,2020-11-24,08:42,129.64,129.66,129.64,129.66,186,4
LU0775917882,GYC,"GRAND CITY PROPERT.EO-,10",Common stock,EUR,2506054,2020-11-24,08:42,19.58,19.58,19.58,19.58,247,1
LU0779800910,XCHA,XTR.CSI300 SWAP 1C,ETF,EUR,2506055,2020-11-24,08:42,14.87,14.87,14.87,14.87,5000,1
LU0839027447,XDJP,XTR.NIKKEI 225 1D,ETF,EUR,2506063,2020-11-24,08:42,22.01,22.01,22.01,22.01,1,1
LU1296758029,CCAP,CORESTATE CAPITAL HLDG,Common stock,EUR,2506149,2020-11-24,08:42,17.17,17.2,17.17,17.2,756,5
LU1440654330,ICW5,ICBCCS W.T.S+P CN.500 BDL,ETF,EUR,2506171,2020-11-24,08:42,14.74,14.74,14.74,14.74,200,1
LU1598757687,ARRD,ARCELORMITTAL S.A. NOUV.,Common stock,EUR,2506190,2020-11-24,08:42,14.808,14.808,14.808,14.808,20,1
DE000A0S9GB0,4GLD,DT.BOERSE COM. XETRA-GOLD,ETC,EUR,2506202,2020-11-24,08:42,49.448,49.448,49.402,49.446,14087,7
DE000A1DCTL3,GZUR,WITR MET.SEC.DZ09/UN.XAU,ETC,EUR,2506208,2020-11-24,08:42,148.36,148.36,148.36,148.36,8,1
DE000A1E0HS6,XAD6,XTR P SILVER EUR 60,ETC,EUR,2506214,2020-11-24,08:42,189.17,189.17,189.17,189.17,10,1
NL0000235190,AIR,AIRBUS,Common stock,EUR,2506257,2020-11-24,08:42,93.96,93.98,93.96,93.98,61,2
NL0000303709,AEND,AEGON NV (DEMAT.)   EO-12,Common stock,EUR,2506259,2020-11-24,08:42,3.12,3.12,3.12,3.12,450,1
NL0012044747,SAE,SHOP APOTHEKE EUROPE INH.,Common stock,EUR,2506271,2020-11-24,08:42,126.2,126.4,126.2,126.4,292,6
NL0012169213,QIA,"QIAGEN NV         EO -,01",Common stock,EUR,2506272,2020-11-24,08:42,39.94,39.94,39.89,39.89,1179,9
DE000A0KRJY2,OD7G,WITR COM.SEC.DZ06/UN.UGAS,ETC,EUR,2506275,2020-11-24,08:42,13.9,13.9,13.9,13.9,200,1
US00206R1023,SOBA,AT + T INC.          DL 1,Common stock,EUR,2506414,2020-11-24,08:42,24.355,24.355,24.355,24.355,100,1
US01609W1027,AHLA,ALIBABA GR.HLDG SP.ADR 8,Common stock,EUR,2506421,2020-11-24,08:42,232.5,233,232.5,232.5,252,18
US02079K3059,ABEA,"ALPHABET INC.CL.A DL-,001",Common stock,EUR,2506424,2020-11-24,08:42,1460.2,1460.2,1460.2,1460.2,1,1
US0231351067,AMZ,"AMAZON.COM INC.    DL-,01",Common stock,EUR,2506427,2020-11-24,08:42,2620.5,2620.5,2620.5,2620.5,1,1
US0378331005,APC,APPLE INC.,Common stock,EUR,2506434,2020-11-24,08:42,96.28,96.28,96.16,96.27,447,4
US17275R1023,CIS,"CISCO SYSTEMS    DL-,001",Common stock,EUR,2506458,2020-11-24,08:42,35.425,35.425,35.425,35.425,100,1
US1912161007,CCC3,"COCA-COLA CO.      DL-,25",Common stock,EUR,2506461,2020-11-24,08:42,44.63,44.63,44.63,44.63,10,1
US30231G1022,XONA,EXXON MOBIL CORP.,Common stock,EUR,2506483,2020-11-24,08:42,33.74,33.74,33.74,33.74,350,1
US30303M1027,FB2A,"FACEBOOK INC.A DL-,000006",Common stock,EUR,2506484,2020-11-24,08:42,225.75,225.75,225.75,225.75,1,1
US3682872078,GAZ,GAZPROM ADR SP./2 RL 5L 5,Common stock,EUR,2506491,2020-11-24,08:42,4.06,4.06,4.06,4.06,1500,2
US4592001014,IBM,"INTL BUS. MACH.    DL-,20",Common stock,EUR,2506510,2020-11-24,08:42,102.15,102.25,102.15,102.25,196,2
US5949181045,MSF,"MICROSOFT    DL-,00000625",Common stock,EUR,2506530,2020-11-24,08:42,177.6,177.6,177.6,177.6,534,4
US70450Y1038,2PP,"PAYPAL HDGS INC.DL-,0001",Common stock,EUR,2506551,2020-11-24,08:42,168.92,168.92,168.92,168.92,1,1
US7170811035,PFE,"PFIZER INC.        DL-,05",Common stock,EUR,2506553,2020-11-24,08:42,30.9,30.9,30.9,30.9,1,1
US88160R1014,TL0,"TESLA INC. DL -,001",Common stock,EUR,2506575,2020-11-24,08:42,453.35,453.8,452.5,453.8,1449,30
US90184L1026,TWR,"TWITTER INC.   DL-,000005",Common stock,EUR,2506580,2020-11-24,08:42,38.25,38.25,38.25,38.25,300,1
DE000A2E4K43,DHER,DELIVERY HERO SE NA O.N.,Common stock,EUR,2518798,2020-11-24,08:42,97.42,97.64,97.4,97.54,6308,59
